Year,Month,Region,Commodity,Unit,Priceflag,Pricetype,Currency,Price,Usdprice,Amount Produced(Tonnes),Annual Rainfall,Annual Temperature,,,,,,,,,,,,,,,,
2010    ,February,North Eastern,Maize,KG,actual,Retail,KES,17.24,0.317,"12,153.15",22.7,32.7,,,,,,,,,,,,,,,,
2010    ,March,North Eastern,Maize,KG,actual,Retail,KES,17.28,0.3177,"12,153.15",40,32.4,,,,,,,,,,,,,,,,
2010    ,April,North Eastern,Maize,KG,actual,Retail,KES,17.35,0.319,"13,889.31",58.9,32.1,,,,,,,,,,,,,,,,
2010    ,May,North Eastern,Maize,KG,actual,Retail,KES,17.29,0.3179,"15,625.48",77.6,32,,,,,,,,,,,,,,,,
2010    ,June,North Eastern,Maize,KG,actual,Retail,KES,17.33,0.3185,"13,889.31",42.5,32.2,,,,,,,,,,,,,,,,
2010    ,July,North Eastern,Maize,KG,actual,Retail,KES,17.31,0.3182,"13,889.31",28.3,32.4,,,,,,,,,,,,,,,,
2010    ,August,North Eastern,Maize,KG,actual,Retail,KES,17.27,0.3175,"12,153.15",26.7,32.3,,,,,,,,,,,,,,,,
2010    ,September,North Eastern,Maize,KG,actual,Retail,KES,17.36,0.3192,"15,625.48",30.4,32.1,,,,,,,,,,,,,,,,
2010    ,October ,North Eastern,Maize,KG,actual,Retail,KES,17.37,0.3194,"17,361.64",38.2,32.2,,,,,,,,,,,,,,,,
2010    ,November,North Eastern,Maize,KG,actual,Retail,KES,17.3,0.3184,"17,361.64",53.1,32.1,,,,,,,,,,,,,,,,
2010    ,December,North Eastern,Maize,KG,actual,Retail,KES,17.26,0.3177,"17,361.64",48.3,32,,,,,,,,,,,,,,,,
2010    ,January,Nyanza,Maize,KG,actual,Retail,KES,16.78,0.9029,"24,251.88",120.1,24.3,,,,,,,,,,,,,,,,
2010    ,February,Nyanza,Maize,KG,actual,Retail,KES,16.34,0.8784,"24,251.88",110.5,24,,,,,,,,,,,,,,,,
2010    ,March,Nyanza,Maize,KG,actual,Retail,KES,16.69,0.8975,"24,251.88",130.3,24.1,,,,,,,,,,,,,,,,
2010    ,April,Nyanza,Maize,KG,actual,Retail,KES,16.62,0.8936,"27,716.43",150.2,23.9,,,,,,,,,,,,,,,,
2010    ,May,Nyanza,Maize,KG,actual,Retail,KES,16.51,0.8875,"31,180.99",180.4,23.7,,,,,,,,,,,,,,,,
2010    ,June,Nyanza,Maize,KG,actual,Retail,KES,16.57,0.8909,"27,716.43",160.1,23.6,,,,,,,,,,,,,,,,
2010    ,July,Nyanza,Maize,KG,actual,Retail,KES,16.74,0.8995,"27,716.43",140.8,23.5,,,,,,,,,,,,,,,,
2010    ,August,Nyanza,Maize,KG,actual,Retail,KES,16.43,0.8831,"24,251.88",120.3,23.4,,,,,,,,,,,,,,,,
2010    ,September,Nyanza,Maize,KG,actual,Retail,KES,16.72,0.8984,"31,180.99",150.5,23.2,,,,,,,,,,,,,,,,
2010    ,October ,Nyanza,Maize,KG,actual,Retail,KES,16.79,0.9036,"34,645.54",170.3,23.1,,,,,,,,,,,,,,,,
2010    ,November,Nyanza,Maize,KG,actual,Retail,KES,16.59,0.892,"34,645.54",190.2,22.9,,,,,,,,,,,,,,,,
2010    ,December,Nyanza,Maize,KG,actual,Retail,KES,16.56,0.8891,"34,645.54",130.3,23,,,,,,,,,,,,,,,,
2010    ,January,Rift Valley,Maize,KG,actual,Retail,KES,26.15,0.4114,"101,829.63",90.2,19.5,,,,,,,,,,,,,,,,
2010    ,February,Rift Valley,Maize,KG,actual,Retail,KES,25.87,0.4079,"101,829.63",75.3,19.6,,,,,,,,,,,,,,,,
2010    ,March,Rift Valley,Maize,KG,actual,Retail,KES,26.05,0.4103,"101,829.63",100.5,19.7,,,,,,,,,,,,,,,,
2010    ,April,Rift Valley,Maize,KG,actual,Retail,KES,26.11,0.4112,"116,376.72",140.2,19.3,,,,,,,,,,,,,,,,
2010    ,May,Rift Valley,Maize,KG,actual,Retail,KES,25.92,0.4087,"130,923.81",180.3,19.1,,,,,,,,,,,,,,,,
2010    ,June,Rift Valley,Maize,KG,actual,Retail,KES,26.17,0.4117,"116,376.72",150.1,18.8,,,,,,,,,,,,,,,,
2010    ,July,Rift Valley,Maize,KG,actual,Retail,KES,25.98,0.4097,"116,376.72",130.4,19,,,,,,,,,,,,,,,,
2010    ,August,Rift Valley,Maize,KG,actual,Retail,KES,25.85,0.4075,"101,829.63",110.3,19.2,,,,,,,,,,,,,,,,
2010    ,September,Rift Valley,Maize,KG,actual,Retail,KES,26.09,0.4109,"130,923.81",160.4,18.9,,,,,,,,,,,,,,,,
2010    ,October ,Rift Valley,Maize,KG,actual,Retail,KES,26.16,0.4115,"145,470.90",190.1,18.7,,,,,,,,,,,,,,,,
2010    ,November,Rift Valley,Maize,KG,actual,Retail,KES,26.13,0.4111,"145,470.90",200.2,18.5,,,,,,,,,,,,,,,,
2010    ,December,Rift Valley,Maize,KG,actual,Retail,KES,26,0.4095,"145,470.90",175.4,18.6,,,,,,,,,,,,,,,,
2010    ,January,Western,Maize,KG,actual,Retail,KES,15.57,0.3669,"38,803.08",180.1,23.4,,,,,,,,,,,,,,,,
2010    ,February,Western,Maize,KG,actual,Retail,KES,15.28,0.3601,"38,803.08",170.2,23.2,,,,,,,,,,,,,,,,
2010    ,March,Western,Maize,KG,actual,Retail,KES,15.46,0.3644,"38,803.08",190.4,23.3,,,,,,,,,,,,,,,,
2010    ,April,Western,Maize,KG,actual,Retail,KES,15.42,0.3634,"44,346.37",200.5,23,,,,,,,,,,,,,,,,
2010    ,May,Western,Maize,KG,actual,Retail,KES,15.37,0.3622,"49,889.67",210.3,22.8,,,,,,,,,,,,,,,,
2010    ,June,Western,Maize,KG,actual,Retail,KES,15.51,0.3658,"44,346.37",195.2,22.6,,,,,,,,,,,,,,,,
2010    ,July,Western,Maize,KG,actual,Retail,KES,15.35,0.3617,"44,346.37",185.6,22.9,,,,,,,,,,,,,,,,
2010    ,August,Western,Maize,KG,actual,Retail,KES,15.29,0.3604,"38,803.08",175.8,22.7,,,,,,,,,,,,,,,,
2010    ,September,Western,Maize,KG,actual,Retail,KES,15.48,0.3648,"49,889.67",205.6,22.5,,,,,,,,,,,,,,,,
2010    ,October ,Western,Maize,KG,actual,Retail,KES,15.56,0.3666,"55,432.97",215.4,22.3,,,,,,,,,,,,,,,,
2010    ,November,Western,Maize,KG,actual,Retail,KES,15.44,0.3637,"55,432.97",225.2,22.1,,,,,,,,,,,,,,,,
2010    ,December,Western,Maize,KG,actual,Retail,KES,15.31,0.3599,"55,432.97",210.8,22,,,,,,,,,,,,,,,,
2010    ,January,Central,Maize,KG,actual,Retail,KES,21.24,0.9172,"16,976.38",190.1,20.4,,,,,,,,,,,,,,,,
2010    ,February,Central,Maize,KG,actual,Retail,KES,20.89,0.9022,"16,976.38",180.2,20.3,,,,,,,,,,,,,,,,
2010    ,March,Central,Maize,KG,actual,Retail,KES,21.15,0.9137,"16,976.38",170.4,20.2,,,,,,,,,,,,,,,,
2010    ,April,Central,Maize,KG,actual,Retail,KES,21.32,0.9209,"19,401.58",160.5,20,,,,,,,,,,,,,,,,
2010    ,May,Central,Maize,KG,actual,Retail,KES,21.19,0.9152,"21,826.78",150.3,19.8,,,,,,,,,,,,,,,,
2010    ,June,Central,Maize,KG,actual,Retail,KES,21.23,0.917,"19,401.58",140.2,19.9,,,,,,,,,,,,,,,,
2010    ,July,Central,Maize,KG,actual,Retail,KES,21.28,0.919,"19,401.58",130.4,19.7,,,,,,,,,,,,,,,,
2010    ,August,Central,Maize,KG,actual,Retail,KES,21.08,0.9112,"16,976.38",120.3,19.6,,,,,,,,,,,,,,,,
2010    ,September,Central,Maize,KG,actual,Retail,KES,21.3,0.9199,"21,826.78",110.1,19.5,,,,,,,,,,,,,,,,
2010    ,October ,Central,Maize,KG,actual,Retail,KES,21.35,0.9221,"24,251.98",100.2,19.4,,,,,,,,,,,,,,,,
2010    ,November,Central,Maize,KG,actual,Retail,KES,21.12,0.9123,"24,251.98",90.4,19.3,,,,,,,,,,,,,,,,
2010    ,December,Central,Maize,KG,actual,Retail,KES,21,0.9065,"24,251.98",80.3,19.2,,,,,,,,,,,,,,,,
2011    ,January,Coast,Maize,KG,actual,Retail,KES,17.5,0.455,"14,182.82",198.7,29.5,,,,,,,,,,,,,,,,
2011    ,February,Coast,Maize,KG,actual,Retail,KES,17.38,0.4519,"14,182.82",189.4,29.3,,,,,,,,,,,,,,,,
2011    ,March,Coast,Maize,KG,actual,Retail,KES,17.45,0.4537,"14,182.82",179.6,29.4,,,,,,,,,,,,,,,,
2011    ,April,Coast,Maize,KG,actual,Retail,KES,17.62,0.4579,"16,209.94",169.8,29.2,,,,,,,,,,,,,,,,
2011    ,May,Coast,Maize,KG,actual,Retail,KES,17.4,0.4524,"18,237.05",159.4,29.1,,,,,,,,,,,,,,,,
2011    ,June,Coast,Maize,KG,actual,Retail,KES,17.55,0.4563,"16,209.94",149.5,29,,,,,,,,,,,,,,,,
2011    ,July,Coast,Maize,KG,actual,Retail,KES,17.33,0.4506,"16,209.94",139.6,28.9,,,,,,,,,,,,,,,,
2011    ,August,Coast,Maize,KG,actual,Retail,KES,17.29,0.4495,"14,182.82",129.7,28.7,,,,,,,,,,,,,,,,
2011    ,September,Coast,Maize,KG,actual,Retail,KES,17.49,0.4547,"18,237.05",119.8,28.6,,,,,,,,,,,,,,,,
2011    ,October ,Coast,Maize,KG,actual,Retail,KES,17.56,0.4566,"20,261.17",109.9,28.5,,,,,,,,,,,,,,,,
2011    ,November,Coast,Maize,KG,actual,Retail,KES,17.51,0.4553,"20,261.17",99.4,28.3,,,,,,,,,,,,,,,,
2011    ,December,Coast,Maize,KG,actual,Retail,KES,17.24,0.4483,"20,261.17",89.5,28.2,,,,,,,,,,,,,,,,
2011    ,January,Eastern,Maize,KG,actual,Retail,KES,38.21,0.434,"28,365.64",195.1,22.5,,,,,,,,,,,,,,,,
2011    ,February,Eastern,Maize,KG,actual,Retail,KES,37.85,0.4298,"28,365.64",185.2,22.4,,,,,,,,,,,,,,,,
2011    ,March,Eastern,Maize,KG,actual,Retail,KES,38.11,0.4326,"28,365.64",175.3,22.3,,,,,,,,,,,,,,,,
2011    ,April,Eastern,Maize,KG,actual,Retail,KES,38.35,0.4354,"32,417.87",165.4,22.2,,,,,,,,,,,,,,,,
2011    ,May,Eastern,Maize,KG,actual,Retail,KES,38.19,0.4338,"36,470.10",155.5,22.1,,,,,,,,,,,,,,,,
2011    ,June,Eastern,Maize,KG,actual,Retail,KES,38.28,0.4349,"32,417.87",145.6,22,,,,,,,,,,,,,,,,
2011    ,July,Eastern,Maize,KG,actual,Retail,KES,37.92,0.4309,"32,417.87",135.7,21.9,,,,,,,,,,,,,,,,
2011    ,August,Eastern,Maize,KG,actual,Retail,KES,37.89,0.4305,"28,365.64",125.8,21.8,,,,,,,,,,,,,,,,
2011    ,September,Eastern,Maize,KG,actual,Retail,KES,38.31,0.4352,"36,470.10",115.9,21.7,,,,,,,,,,,,,,,,
2011    ,October ,Eastern,Maize,KG,actual,Retail,KES,38.4,0.4363,"40,522.34",106,21.6,,,,,,,,,,,,,,,,
2011    ,November,Eastern,Maize,KG,actual,Retail,KES,38.29,0.435,"40,522.34",96.1,21.5,,,,,,,,,,,,,,,,
2011    ,December,Eastern,Maize,KG,actual,Retail,KES,38,0.4315,"40,522.34",86.2,21.4,,,,,,,,,,,,,,,,
2011    ,January,Nairobi,Maize,KG,actual,Retail,KES,19.02,0.3842,"9,455.22",86.3,19.5,,,,,,,,,,,,,,,,
2011    ,February,Nairobi,Maize,KG,actual,Retail,KES,18.76,0.3792,"9,455.22",75.4,19.4,,,,,,,,,,,,,,,,
2011    ,March,Nairobi,Maize,KG,actual,Retail,KES,18.92,0.3824,"9,455.22",96.5,19.3,,,,,,,,,,,,,,,,
2011    ,April,Nairobi,Maize,KG,actual,Retail,KES,19.1,0.3862,"10,805.96",125.3,19,,,,,,,,,,,,,,,,
2011    ,May,Nairobi,Maize,KG,actual,Retail,KES,18.84,0.3808,"12,156.71",145.6,18.8,,,,,,,,,,,,,,,,
2011    ,June,Nairobi,Maize,KG,actual,Retail,KES,18.95,0.383,"10,805.96",110.2,18.7,,,,,,,,,,,,,,,,
2011    ,July,Nairobi,Maize,KG,actual,Retail,KES,18.87,0.3816,"10,805.96",90.8,18.9,,,,,,,,,,,,,,,,
2011    ,August,Nairobi,Maize,KG,actual,Retail,KES,18.81,0.3804,"9,455.22",105.6,19.1,,,,,,,,,,,,,,,,
2011    ,September,Nairobi,Maize,KG,actual,Retail,KES,19.11,0.3864,"12,156.71",135.4,19,,,,,,,,,,,,,,,,
2011    ,October ,Nairobi,Maize,KG,actual,Retail,KES,19.2,0.3883,"13,507.45",150.1,18.7,,,,,,,,,,,,,,,,
2011    ,November,Nairobi,Maize,KG,actual,Retail,KES,18.89,0.3814,"13,507.45",175.4,18.8,,,,,,,,,,,,,,,,
2011    ,December,Nairobi,Maize,KG,actual,Retail,KES,18.89,0.3814,"13,507.45",120.3,19.2,,,,,,,,,,,,,,,,
2011    ,January,North Eastern,Maize,KG,actual,Retail,KES,14.22,0.4142,"9,455.21",82.5,28.3,,,,,,,,,,,,,,,,
2011    ,February,North Eastern,Maize,KG,actual,Retail,KES,14.1,0.4109,"9,455.21",75.6,28.2,,,,,,,,,,,,,,,,
2011    ,March,North Eastern,Maize,KG,actual,Retail,KES,14.15,0.4123,"9,455.21",95.4,28.1,,,,,,,,,,,,,,,,
2011    ,April,North Eastern,Maize,KG,actual,Retail,KES,14.2,0.4137,"10,805.95",120.4,28,,,,,,,,,,,,,,,,
2011    ,May,North Eastern,Maize,KG,actual,Retail,KES,14.08,0.4104,"12,156.70",135.6,27.9,,,,,,,,,,,,,,,,
2011    ,June,North Eastern,Maize,KG,actual,Retail,KES,14.18,0.4132,"10,805.95",100.2,27.8,,,,,,,,,,,,,,,,
2011    ,July,North Eastern,Maize,KG,actual,Retail,KES,14.16,0.4126,"10,805.95",90.4,27.7,,,,,,,,,,,,,,,,
2011    ,August,North Eastern,Maize,KG,actual,Retail,KES,14.11,0.4112,"9,455.21",110.3,27.6,,,,,,,,,,,,,,,,
2011    ,September,North Eastern,Maize,KG,actual,Retail,KES,14.19,0.4134,"12,156.70",145.2,27.5,,,,,,,,,,,,,,,,
2011    ,October ,North Eastern,Maize,KG,actual,Retail,KES,14.25,0.4151,"13,507.44",160.3,27.4,,,,,,,,,,,,,,,,
2011    ,November,North Eastern,Maize,KG,actual,Retail,KES,14.13,0.4117,"13,507.44",175.6,27.3,,,,,,,,,,,,,,,,
2011    ,December,North Eastern,Maize,KG,actual,Retail,KES,14.04,0.409,"13,507.44",120.4,27.2,,,,,,,,,,,,,,,,
2011    ,January,Nyanza,Maize,KG,actual,Retail,KES,13.12,0.343,"23,638.04",190.2,24.2,,,,,,,,,,,,,,,,
2011    ,February,Nyanza,Maize,KG,actual,Retail,KES,12.95,0.3389,"23,638.04",180.4,24.1,,,,,,,,,,,,,,,,
2011    ,March,Nyanza,Maize,KG,actual,Retail,KES,13.05,0.3415,"23,638.04",170.6,24,,,,,,,,,,,,,,,,
2011    ,April,Nyanza,Maize,KG,actual,Retail,KES,13.18,0.3449,"27,014.90",160.8,23.8,,,,,,,,,,,,,,,,
2011    ,May,Nyanza,Maize,KG,actual,Retail,KES,12.99,0.3401,"30,391.77",150.1,23.6,,,,,,,,,,,,,,,,
2011    ,June,Nyanza,Maize,KG,actual,Retail,KES,13.08,0.3421,"27,014.90",140.3,23.7,,,,,,,,,,,,,,,,
2011    ,July,Nyanza,Maize,KG,actual,Retail,KES,13.14,0.3436,"27,014.90",130.5,23.5,,,,,,,,,,,,,,,,
2011    ,August,Nyanza,Maize,KG,actual,Retail,KES,12.93,0.3384,"23,638.04",120.7,23.4,,,,,,,,,,,,,,,,
2011    ,September,Nyanza,Maize,KG,actual,Retail,KES,13.15,0.3439,"30,391.77",110.2,23.3,,,,,,,,,,,,,,,,
2011    ,October ,Nyanza,Maize,KG,actual,Retail,KES,13.2,0.3452,"33,768.63",100.6,23.1,,,,,,,,,,,,,,,,
2011    ,November,Nyanza,Maize,KG,actual,Retail,KES,13.11,0.3427,"33,768.63",90.4,23,,,,,,,,,,,,,,,,
2011    ,December,Nyanza,Maize,KG,actual,Retail,KES,12.99,0.3401,"33,768.63",80.3,22.9,,,,,,,,,,,,,,,,
2011    ,January,Rift Valley,Maize,KG,actual,Retail,KES,22.76,0.4105,"96,985.52",190.5,20.4,,,,,,,,,,,,,,,,
2011    ,February,Rift Valley,Maize,KG,actual,Retail,KES,22.34,0.4028,"96,985.52",180.7,20.3,,,,,,,,,,,,,,,,
2011    ,March,Rift Valley,Maize,KG,actual,Retail,KES,22.5,0.4056,"96,985.52",170.9,20.2,,,,,,,,,,,,,,,,
2011    ,April,Rift Valley,Maize,KG,actual,Retail,KES,22.65,0.4083,"110,841.16",161.1,20.1,,,,,,,,,,,,,,,,
2011    ,May,Rift Valley,Maize,KG,actual,Retail,KES,22.53,0.4063,"124,696.81",150.2,20,,,,,,,,,,,,,,,,
2011    ,June,Rift Valley,Maize,KG,actual,Retail,KES,22.6,0.4075,"110,841.16",140.4,19.9,,,,,,,,,,,,,,,,
2011    ,July,Rift Valley,Maize,KG,actual,Retail,KES,22.43,0.4043,"110,841.16",130.6,19.8,,,,,,,,,,,,,,,,
2011    ,August,Rift Valley,Maize,KG,actual,Retail,KES,22.38,0.4034,"96,985.52",120.8,19.7,,,,,,,,,,,,,,,,
2011    ,September,Rift Valley,Maize,KG,actual,Retail,KES,22.67,0.4087,"124,696.81",111,19.6,,,,,,,,,,,,,,,,
2011    ,October ,Rift Valley,Maize,KG,actual,Retail,KES,22.75,0.4103,"138,551.45",101.2,19.5,,,,,,,,,,,,,,,,
2011    ,November,Rift Valley,Maize,KG,actual,Retail,KES,22.68,0.4088,"138,551.45",91.3,19.4,,,,,,,,,,,,,,,,
2011    ,December,Rift Valley,Maize,KG,actual,Retail,KES,22.53,0.4063,"138,551.45",81.5,19.3,,,,,,,,,,,,,,,,
2011    ,January,Western,Maize,KG,actual,Retail,KES,17.22,0.3174,"37,820.87",198.4,23.4,,,,,,,,,,,,,,,,
2011    ,February,Western,Maize,KG,actual,Retail,KES,16.98,0.3132,"37,820.87",185.6,23.3,,,,,,,,,,,,,,,,
2011    ,March,Western,Maize,KG,actual,Retail,KES,17.1,0.3154,"37,820.87",175.7,23.2,,,,,,,,,,,,,,,,
2011    ,April,Western,Maize,KG,actual,Retail,KES,17.3,0.3191,"43,223.86",165.8,23.1,,,,,,,,,,,,,,,,
2011    ,May,Western,Maize,KG,actual,Retail,KES,17,0.3137,"48,626.84",155.9,23,,,,,,,,,,,,,,,,
2011    ,June,Western,Maize,KG,actual,Retail,KES,17.18,0.3172,"43,223.86",145.6,22.9,,,,,,,,,,,,,,,,
2011    ,July,Western,Maize,KG,actual,Retail,KES,17.04,0.3142,"43,223.86",135.4,22.8,,,,,,,,,,,,,,,,
2011    ,August,Western,Maize,KG,actual,Retail,KES,16.95,0.3125,"37,820.87",125.8,22.7,,,,,,,,,,,,,,,,
2011    ,September,Western,Maize,KG,actual,Retail,KES,17.28,0.3188,"48,626.84",115.3,22.6,,,,,,,,,,,,,,,,
2011    ,October ,Western,Maize,KG,actual,Retail,KES,17.32,0.3196,"54,029.82",105.7,22.5,,,,,,,,,,,,,,,,
2011    ,November,Western,Maize,KG,actual,Retail,KES,17.2,0.3171,"54,029.82",95.6,22.4,,,,,,,,,,,,,,,,
2011    ,December,Western,Maize,KG,actual,Retail,KES,17,0.3135,"54,029.82",85.3,22.3,,,,,,,,,,,,,,,,
2011    ,January,Central,Maize,KG,actual,Retail,KES,35.82,0.3751,"16,546.69",200.3,19.1,,,,,,,,,,,,,,,,
2011    ,February,Central,Maize,KG,actual,Retail,KES,36.14,0.3787,"16,546.69",185.4,19,,,,,,,,,,,,,,,,
2011    ,March,Central,Maize,KG,actual,Retail,KES,35.96,0.3768,"16,546.69",175.3,19.2,,,,,,,,,,,,,,,,
2011    ,April,Central,Maize,KG,actual,Retail,KES,36.28,0.3804,"18,910.50",165.1,18.9,,,,,,,,,,,,,,,,
2011    ,May,Central,Maize,KG,actual,Retail,KES,36,0.3773,"21,274.32",155.8,19.1,,,,,,,,,,,,,,,,
2011    ,June,Central,Maize,KG,actual,Retail,KES,36.11,0.3785,"18,910.50",145.7,19,,,,,,,,,,,,,,,,
2011    ,July,Central,Maize,KG,actual,Retail,KES,35.92,0.3765,"18,910.50",135.4,18.8,,,,,,,,,,,,,,,,
2011    ,August,Central,Maize,KG,actual,Retail,KES,35.85,0.3758,"16,546.69",125.6,19.1,,,,,,,,,,,,,,,,
2011    ,September,Central,Maize,KG,actual,Retail,KES,36.19,0.3792,"21,274.32",115.3,18.9,,,,,,,,,,,,,,,,
2011    ,October ,Central,Maize,KG,actual,Retail,KES,36.23,0.3796,"23,638.13",105.4,18.7,,,,,,,,,,,,,,,,
2011    ,November,Central,Maize,KG,actual,Retail,KES,36.02,0.3775,"23,638.13",95.6,18.8,,,,,,,,,,,,,,,,
2011    ,December,Central,Maize,KG,actual,Retail,KES,36,0.378,"23,638.13",85.3,18.9,,,,,,,,,,,,,,,,
2012    ,January,Coast,Maize,KG,actual,Retail,KES,35.55,0.5482,"15,749.50",198.4,28.5,,,,,,,,,,,,,,,,
2012    ,February,Coast,Maize,KG,actual,Retail,KES,35.2,0.5429,"15,749.50",185.6,28.3,,,,,,,,,,,,,,,,
2012    ,March,Coast,Maize,KG,actual,Retail,KES,35.33,0.5453,"15,749.50",175.7,28.4,,,,,,,,,,,,,,,,
2012    ,April,Coast,Maize,KG,actual,Retail,KES,35.6,0.5497,"17,999.43",165.8,28.2,,,,,,,,,,,,,,,,
2012    ,May,Coast,Maize,KG,actual,Retail,KES,35.25,0.5437,"20,249.36",155.9,28,,,,,,,,,,,,,,,,
2012    ,June,Coast,Maize,KG,actual,Retail,KES,35.5,0.5471,"17,999.43",145.6,28.1,,,,,,,,,,,,,,,,
2012    ,July,Coast,Maize,KG,actual,Retail,KES,35.38,0.5453,"17,999.43",135.4,27.9,,,,,,,,,,,,,,,,
2012    ,August,Coast,Maize,KG,actual,Retail,KES,35.29,0.5439,"15,749.50",125.8,27.7,,,,,,,,,,,,,,,,
2012    ,September,Coast,Maize,KG,actual,Retail,KES,35.56,0.5485,"20,249.36",115.3,27.8,,,,,,,,,,,,,,,,
2012    ,October ,Coast,Maize,KG,actual,Retail,KES,35.59,0.5484,"22,499.29",105.7,27.6,,,,,,,,,,,,,,,,
2012    ,November,Coast,Maize,KG,actual,Retail,KES,35.5,0.5471,"22,499.29",95.6,27.5,,,,,,,,,,,,,,,,
2012    ,December,Coast,Maize,KG,actual,Retail,KES,35.33,0.5453,"22,499.29",85.3,27.4,,,,,,,,,,,,,,,,
2012    ,January,Eastern,Maize,KG,actual,Retail,KES,42.31,0.7417,"31,498.99",200.3,21.3,,,,,,,,,,,,,,,,
2012    ,February,Eastern,Maize,KG,actual,Retail,KES,41.95,0.7352,"31,498.99",185.4,21.2,,,,,,,,,,,,,,,,
2012    ,March,Eastern,Maize,KG,actual,Retail,KES,42.08,0.7375,"31,498.99",175.3,21.1,,,,,,,,,,,,,,,,
2012    ,April,Eastern,Maize,KG,actual,Retail,KES,42.25,0.7405,"35,998.85",165.1,21,,,,,,,,,,,,,,,,
2012    ,May,Eastern,Maize,KG,actual,Retail,KES,41.98,0.7357,"40,498.71",155.8,20.9,,,,,,,,,,,,,,,,
2012    ,June,Eastern,Maize,KG,actual,Retail,KES,42.1,0.7381,"35,998.85",145.7,21,,,,,,,,,,,,,,,,
2012    ,July,Eastern,Maize,KG,actual,Retail,KES,42,0.7362,"35,998.85",135.4,20.8,,,,,,,,,,,,,,,,
2012    ,August,Eastern,Maize,KG,actual,Retail,KES,41.92,0.7347,"31,498.99",125.6,20.7,,,,,,,,,,,,,,,,
2012    ,September,Eastern,Maize,KG,actual,Retail,KES,42.28,0.7412,"40,498.71",115.3,20.6,,,,,,,,,,,,,,,,
2012    ,October ,Eastern,Maize,KG,actual,Retail,KES,42.35,0.7424,"44,998.57",105.4,20.4,,,,,,,,,,,,,,,,
2012    ,November,Eastern,Maize,KG,actual,Retail,KES,42.22,0.7401,"44,998.57",95.6,20.3,,,,,,,,,,,,,,,,
2012    ,December,Eastern,Maize,KG,actual,Retail,KES,42,0.736,"44,998.57",85.3,20.2,,,,,,,,,,,,,,,,
2012    ,January,Nairobi,Maize,KG,actual,Retail,KES,51.2,0.3382,"10,499.66",198.4,19.5,,,,,,,,,,,,,,,,
2012    ,February,Nairobi,Maize,KG,actual,Retail,KES,50.7,0.3355,"10,499.66",185.6,19.4,,,,,,,,,,,,,,,,
2012    ,March,Nairobi,Maize,KG,actual,Retail,KES,50.9,0.3368,"10,499.66",175.7,19.3,,,,,,,,,,,,,,,,
2012    ,April,Nairobi,Maize,KG,actual,Retail,KES,51.3,0.3394,"11,999.61",165.8,19.2,,,,,,,,,,,,,,,,
2012    ,May,Nairobi,Maize,KG,actual,Retail,KES,50.8,0.3362,"13,499.57",155.9,19.1,,,,,,,,,,,,,,,,
2012    ,June,Nairobi,Maize,KG,actual,Retail,KES,51,0.3375,"11,999.61",145.6,19,,,,,,,,,,,,,,,,
2012    ,July,Nairobi,Maize,KG,actual,Retail,KES,50.75,0.336,"11,999.61",135.4,18.9,,,,,,,,,,,,,,,,
2012    ,August,Nairobi,Maize,KG,actual,Retail,KES,50.6,0.335,"10,499.66",125.8,19.1,,,,,,,,,,,,,,,,
2012    ,September,Nairobi,Maize,KG,actual,Retail,KES,51.1,0.3381,"13,499.57",115.3,19,,,,,,,,,,,,,,,,
2012    ,October ,Nairobi,Maize,KG,actual,Retail,KES,51.25,0.3389,"14,999.52",105.7,18.9,,,,,,,,,,,,,,,,
2012    ,November,Nairobi,Maize,KG,actual,Retail,KES,50.9,0.3368,"14,999.52",95.6,18.8,,,,,,,,,,,,,,,,
2012    ,December,Nairobi,Maize,KG,actual,Retail,KES,50.9,0.3359,"14,999.52",85.3,18.7,,,,,,,,,,,,,,,,
2012    ,January,North Eastern,Maize,KG,actual,Retail,KES,75.82,0.2572,"10,499.66",198.4,31.5,,,,,,,,,,,,,,,,
2012    ,February,North Eastern,Maize,KG,actual,Retail,KES,75.95,0.2576,"10,499.66",185.6,31.4,,,,,,,,,,,,,,,,
2012    ,March,North Eastern,Maize,KG,actual,Retail,KES,76.2,0.2584,"10,499.66",175.7,31.3,,,,,,,,,,,,,,,,
2012    ,April,North Eastern,Maize,KG,actual,Retail,KES,75.7,0.256,"11,999.61",165.8,31.2,,,,,,,,,,,,,,,,
2012    ,May,North Eastern,Maize,KG,actual,Retail,KES,75.8,0.2563,"13,499.57",155.9,31.1,,,,,,,,,,,,,,,,
2012    ,June,North Eastern,Maize,KG,actual,Retail,KES,76.1,0.2573,"11,999.61",145.6,31,,,,,,,,,,,,,,,,
2012    ,July,North Eastern,Maize,KG,actual,Retail,KES,75.9,0.2566,"11,999.61",135.4,30.9,,,,,,,,,,,,,,,,
2012    ,August,North Eastern,Maize,KG,actual,Retail,KES,75.85,0.2565,"10,499.66",125.8,30.8,,,,,,,,,,,,,,,,
2012    ,September,North Eastern,Maize,KG,actual,Retail,KES,75.95,0.2571,"13,499.57",115.3,30.7,,,,,,,,,,,,,,,,
2012    ,October ,North Eastern,Maize,KG,actual,Retail,KES,76.05,0.2574,"14,999.52",105.7,30.6,,,,,,,,,,,,,,,,
2012    ,November,North Eastern,Maize,KG,actual,Retail,KES,75.92,0.2569,"14,999.52",95.6,30.5,,,,,,,,,,,,,,,,
